사용년월	승차역	하차역	사용자	이용인원
201502	201	241	일반	593
201502	201	241	청소년	1
201502	201	241	장애인	170
201502	201	241	일반	4494
201502	201	241	경로	39
201502	201	241	일반	39
201502	201	241	청소년	437
201502	201	241	장애인	50
201502	201	242	일반	673
201502	201	242	경로	2
201502	201	242	일반	252
201502	201	242	장애인	146
201502	201	242	경로	864
201502	201	242	장애인	16
201502	201	242	경로	14
201502	201	242	일반	2015
201502	201	242	일반	16
201502	201	242	청소년	102
201502	201	243	청소년	149
201502	201	243	일반	2660
201502	201	243	일반	408
201502	201	243	장애인	153
201502	201	243	경로	845
201502	201	243	일반	864
201502	201	243	경로	100
201502	201	243	일반	21
201502	201	243	장애인	37
201502	201	244	장애인	1
201502	201	244	일반	1
201502	201	244	일반	11
201502	201	244	장애인	2
201502	201	244	경로	28
201502	201	244	일반	47
201502	201	244	일반	79
201502	201	244	일반	4
201502	201	244	청소년	7
201502	201	245	일반	10
201502	201	245	일반	1
201502	201	245	장애인	1
201502	201	245	일반	20
201502	201	245	청소년	1
201502	201	245	경로	3
201502	201	250	경로	3
201502	201	250	장애인	1
201502	201	250	일반	2
201502	201	250	경로	2
201502	201	250	일반	34
201502	201	250	청소년	1
201502	201	250	일반	19
201502	201	246	일반	8
201502	201	246	일반	44
201502	201	246	경로	1
201502	201	246	일반	30
201502	201	246	청소년	1
201502	201	246	경로	8
201502	201	246	장애인	2
201502	201	247	일반	2
201502	201	247	장애인	13
201502	201	247	일반	1
201502	201	247	일반	57
201502	201	247	장애인	1
201502	201	248	일반	132
201502	201	248	장애인	28
201502	201	248	경로	54
201502	201	248	일반	126
201502	201	248	장애인	5
201502	201	248	경로	2
201502	201	248	일반	1282
201502	201	248	일반	2
201502	201	248	청소년	17
201502	201	249	장애인	3
201502	201	249	일반	67
201502	201	249	장애인	11
201502	201	249	경로	64
201502	201	249	청소년	24
201502	201	249	일반	233
201502	201	249	경로	2
201502	201	249	일반	955
201502	201	249	일반	7
201502	202	201	청소년	113
201502	202	201	일반	754
201502	202	201	경로	660
201502	202	201	일반	18
201502	202	201	장애인	34
201502	202	201	경로	46
201502	202	201	일반	4765
201502	202	201	일반	2303
201502	202	201	장애인	164
201502	202	202	일반	5846
201502	202	202	청소년	2
201502	202	202	일반	3
201502	202	202	경로	2
201502	202	202	일반	514
201502	202	202	장애인	341
201502	202	202	경로	1155
201502	202	202	장애인	45
201502	202	202	경로	58
201502	202	202	일반	3565
201502	202	202	청소년	2
201502	202	202	일반	81
201502	202	202	청소년	221
201502	202	203	청소년	124
201502	202	203	일반	2652
201502	202	203	일반	353
201502	202	203	장애인	292
201502	202	203	경로	1513
201502	202	203	일반	2141
201502	202	203	일반	18
201502	202	203	경로	108
201502	202	203	장애인	31
201502	202	204	일반	2
201502	202	204	경로	2
201502	202	204	일반	532
201502	202	204	장애인	252
201502	202	204	청소년	90
201502	202	204	일반	3982
201502	202	204	장애인	39
201502	202	204	경로	79
201502	202	204	일반	3957
201502	202	204	일반	39
201502	202	204	경로	2004
201502	202	205	일반	110
201502	202	205	경로	833
201502	202	205	경로	1
201502	202	205	일반	8
201502	202	205	일반	1280
201502	202	205	장애인	216
201502	202	205	일반	9052
201502	202	205	장애인	26
201502	202	205	일반	8285
201502	202	205	청소년	2
201502	202	205	청소년	331
201502	202	205	경로	50
201502	202	206	청소년	321
201502	202	206	경로	1259
201502	202	206	장애인	268
201502	202	206	일반	1509
201502	202	206	경로	3
201502	202	206	청소년	1
201502	202	206	일반	6
201502	202	206	일반	3686
201502	202	206	장애인	41
201502	202	206	경로	106
201502	202	206	일반	10011
201502	202	206	일반	84
201502	202	206	청소년	1
201502	202	207	일반	866
201502	202	207	일반	1
201502	202	207	장애인	146
201502	202	207	경로	543
201502	202	207	청소년	120
201502	202	207	일반	1695
201502	202	207	장애인	50
201502	202	207	경로	56
201502	202	207	일반	5589
201502	202	207	일반	29
201502	202	208	일반	4167
201502	202	208	청소년	1
201502	202	208	일반	4
201502	202	208	일반	1666
201502	202	208	장애인	146
201502	202	208	경로	605
201502	202	208	일반	71
201502	202	208	장애인	37
201502	202	208	경로	24
201502	202	208	일반	11495
201502	202	208	청소년	314
201502	202	209	장애인	10
201502	202	209	장애인	39
201502	202	209	경로	124
201502	202	209	청소년	97
201502	202	209	일반	446
201502	202	209	경로	5
201502	202	209	일반	2950
201502	202	209	일반	12
201502	202	209	일반	1127
201502	202	210	일반	1
201502	202	210	청소년	1
201502	202	210	일반	706
201502	202	210	장애인	142
201502	202	210	경로	403
201502	202	210	청소년	158
201502	202	210	일반	1540
201502	202	210	장애인	40
201502	202	210	경로	10
201502	202	210	일반	5958
201502	202	210	일반	49
201502	202	211	일반	766
201502	202	211	장애인	163
201502	202	211	경로	502
201502	202	211	청소년	109
201502	202	211	일반	71
201502	202	211	일반	1738
201502	202	211	장애인	54
201502	202	211	경로	47
201502	202	211	일반	5813
201502	202	212	장애인	260
201502	202	212	일반	11
201502	202	212	경로	608
201502	202	212	청소년	350
201502	202	212	장애인	49
201502	202	212	경로	75
201502	202	212	일반	15743
201502	202	212	일반	142
201502	202	212	일반	2510
201502	202	212	일반	7665
201502	202	213	일반	2
201502	202	213	일반	1062
201502	202	213	장애인	180
201502	202	213	청소년	163
201502	202	213	일반	2219
201502	202	213	장애인	51
201502	202	213	경로	38
201502	202	213	일반	7486
201502	202	213	일반	19
201502	202	213	경로	594
201502	202	214	일반	143
201502	202	214	경로	924
201502	202	214	청소년	2
201502	202	214	일반	11
201502	202	214	경로	7
201502	202	214	일반	2113
201502	202	214	장애인	173
201502	202	214	청소년	506
201502	202	214	일반	3832
201502	202	214	장애인	22
201502	202	214	경로	67
201502	202	214	청소년	3
201502	202	214	일반	13898
201502	202	215	일반	1270
201502	202	215	장애인	86
201502	202	215	경로	492
201502	202	215	청소년	64
201502	202	215	장애인	35
201502	202	215	경로	32
201502	202	215	일반	41
201502	202	215	일반	8474
201502	202	215	일반	1280
201502	202	216	일반	6998
201502	202	216	일반	151
201502	202	216	일반	7
201502	202	216	경로	1
201502	202	216	일반	3660
201502	202	216	장애인	267
201502	202	216	경로	1202
201502	202	216	장애인	63
201502	202	216	경로	101
201502	202	216	일반	19840
201502	202	216	청소년	1
201502	202	216	청소년	562
201502	202	217	청소년	102
201502	202	217	경로	33
201502	202	217	장애인	137
201502	202	217	경로	519
201502	202	217	일반	1157
201502	202	217	일반	1615
201502	202	217	장애인	11
201502	202	217	일반	8749
201502	202	217	일반	15
201502	202	218	일반	439
201502	202	218	일반	332
201502	202	218	장애인	46
201502	202	218	경로	217
201502	202	218	장애인	7
201502	202	218	경로	29
201502	202	218	일반	2540
201502	202	218	일반	7
201502	202	218	청소년	30
201502	202	219	경로	378
201502	202	219	경로	1
201502	202	219	일반	6127
201502	202	219	일반	833
201502	202	219	일반	4
201502	202	219	장애인	84
201502	202	219	일반	2762
201502	202	219	경로	32
201502	202	219	일반	31
201502	202	219	장애인	14
201502	202	219	청소년	84
201502	202	220	일반	374
201502	202	220	장애인	57
201502	202	220	경로	266
201502	202	220	청소년	28
201502	202	220	장애인	12
201502	202	220	경로	30
201502	202	220	일반	13
201502	202	220	일반	2581
201502	202	220	일반	832
201502	202	221	일반	1007
201502	202	221	일반	1
201502	202	221	일반	419
201502	202	221	장애인	50
201502	202	221	경로	303
201502	202	221	일반	16
201502	202	221	장애인	11
201502	202	221	경로	23
201502	202	221	일반	2757
201502	202	221	청소년	18
201502	202	222	청소년	120
201502	202	222	일반	2
201502	202	222	일반	714
201502	202	222	장애인	61
201502	202	222	경로	253
201502	202	222	일반	1706
201502	202	222	장애인	13
201502	202	222	경로	22
201502	202	222	일반	4773
201502	202	222	일반	22
201502	202	223	장애인	9
201502	202	223	일반	209
201502	202	223	장애인	43
201502	202	223	경로	289
201502	202	223	청소년	22
201502	202	223	일반	10
201502	202	223	경로	29
201502	202	223	일반	1952
201502	202	223	청소년	1
201502	202	223	일반	494
201502	202	224	장애인	4
201502	202	224	장애인	15
201502	202	224	경로	104
201502	202	224	청소년	4
201502	202	224	일반	81
201502	202	224	경로	4
201502	202	224	일반	490
201502	202	224	일반	5
201502	202	224	일반	214
201502	202	225	일반	79
201502	202	225	장애인	14
201502	202	225	청소년	11
201502	202	225	일반	180
201502	202	225	장애인	2
201502	202	225	경로	5
201502	202	225	일반	684
201502	202	225	일반	2
201502	202	225	경로	103
201502	202	226	경로	103
201502	202	226	일반	8
201502	202	226	일반	931
201502	202	226	경로	14
201502	202	226	장애인	5
201502	202	226	일반	331
201502	202	226	장애인	12
201502	202	226	일반	237
201502	202	226	청소년	23
201502	202	227	일반	375
201502	202	227	장애인	55
201502	202	227	청소년	40
201502	202	227	일반	600
201502	202	227	장애인	18
201502	202	227	경로	7
201502	202	227	일반	2107
201502	202	227	일반	13
201502	202	227	경로	130
201502	202	228	경로	285
201502	202	228	일반	689
201502	202	228	장애인	94
201502	202	228	청소년	60
201502	202	228	장애인	22
201502	202	228	일반	29
201502	202	228	경로	17
201502	202	228	일반	3674
201502	202	228	일반	1186
201502	202	229	일반	726
201502	202	229	일반	302
201502	202	229	장애인	77
201502	202	229	경로	278
201502	202	229	장애인	8
201502	202	229	경로	8
201502	202	229	일반	2198
201502	202	229	일반	19
201502	202	229	청소년	36
201502	202	230	청소년	223
201502	202	230	장애인	46
201502	202	230	일반	3
201502	202	230	일반	1417
201502	202	230	장애인	137
201502	202	230	경로	590
201502	202	230	일반	45
201502	202	230	일반	3434
201502	202	230	경로	16
201502	202	230	일반	10428
201502	202	231	일반	2619
201502	202	231	일반	739
201502	202	231	장애인	101
201502	202	231	경로	556
201502	202	231	일반	2
201502	202	231	장애인	24
201502	202	231	경로	24
201502	202	231	일반	5026
201502	202	231	일반	81
201502	202	231	청소년	101
201502	202	232	청소년	240
201502	202	232	일반	1950
201502	202	232	일반	4
201502	202	232	장애인	130
201502	202	232	경로	622
201502	202	232	일반	6945
201502	202	232	장애인	36
201502	202	232	경로	27
201502	202	232	일반	123
201502	202	232	일반	13596
201502	202	233	장애인	21
201502	202	233	청소년	120
201502	202	233	일반	3
201502	202	233	일반	1089
201502	202	233	장애인	141
201502	202	233	경로	431
201502	202	233	일반	172
201502	202	233	경로	17
201502	202	233	일반	7044
201502	202	233	일반	6712
201502	202	234	일반	5285
201502	202	234	장애인	163
201502	202	234	경로	707
201502	202	234	일반	2226
201502	202	234	장애인	54
201502	202	234	경로	34
201502	202	234	일반	16527
201502	202	234	일반	127
201502	202	234	청소년	255
201502	202	235	일반	921
201502	202	235	장애인	111
201502	202	235	경로	514
201502	202	235	청소년	81
201502	202	235	일반	1145
201502	202	235	장애인	44
201502	202	235	경로	43
201502	202	235	일반	36
201502	202	235	일반	7139
201502	202	236	일반	1057
201502	202	236	경로	462
201502	202	236	장애인	247
201502	202	236	일반	2
201502	202	236	청소년	84
201502	202	236	장애인	35
201502	202	236	경로	36
201502	202	236	일반	6977
201502	202	236	일반	74
201502	202	236	일반	1539
201502	202	237	일반	2781
201502	202	237	장애인	204
201502	202	237	경로	874
201502	202	237	청소년	233
201502	202	237	일반	3548
201502	202	237	장애인	61
201502	202	237	경로	39
201502	202	237	일반	19533
201502	202	237	청소년	1
201502	202	237	일반	83
201502	202	238	경로	983
201502	202	238	일반	80
201502	202	238	경로	2
201502	202	238	일반	3
201502	202	238	일반	2856
201502	202	238	장애인	219
201502	202	238	청소년	350
201502	202	238	일반	5238
201502	202	238	장애인	56
201502	202	238	일반	19676
201502	202	238	경로	37
201502	202	239	일반	20
201502	202	239	청소년	2471
201502	202	239	청소년	10
201502	202	239	경로	2
201502	202	239	일반	5427
201502	202	239	장애인	383
201502	202	239	경로	1475
201502	202	239	일반	150
201502	202	239	청소년	3
201502	202	239	일반	38532
201502	202	239	경로	106
201502	202	239	장애인	73
201502	202	239	일반	21246
201502	202	240	경로	1
201502	202	240	청소년	1012
201502	202	240	일반	8
201502	202	240	일반	4486
201502	202	240	장애인	482
201502	202	240	경로	2115
201502	202	240	청소년	3
201502	202	240	일반	15517
201502	202	240	장애인	72
201502	202	240	경로	91
201502	202	240	일반	33620
201502	202	240	일반	164
201502	202	240	청소년	1
201502	202	241	청소년	732
201502	202	241	경로	674
201502	202	241	장애인	141
201502	202	241	일반	1517
201502	202	241	일반	1
201502	202	241	경로	1
201502	202	241	일반	11301
201502	202	241	장애인	37
201502	202	241	경로	38
201502	202	241	일반	11581
201502	202	241	청소년	1
201502	202	241	일반	116
201502	202	242	청소년	206
201502	202	242	경로	20
201502	202	242	일반	1
201502	202	242	일반	978
201502	202	242	장애인	180
201502	202	242	경로	1044
201502	202	242	일반	2027
201502	202	242	일반	53
201502	202	242	장애인	17
201502	202	242	일반	6569
201502	202	243	일반	2760
201502	202	243	경로	1
201502	202	243	일반	1786
201502	202	243	장애인	231
201502	202	243	경로	1224
201502	202	243	장애인	30
201502	202	243	경로	145
201502	202	243	일반	11912
201502	202	243	일반	62
201502	202	243	청소년	351
201502	202	244	청소년	4
201502	202	244	장애인	1
201502	202	244	일반	52
201502	202	244	경로	24
201502	202	244	일반	331
201502	202	244	일반	240
201502	202	244	장애인	1
201502	202	245	일반	39
201502	202	245	일반	11
201502	202	245	장애인	1
201502	202	245	경로	2
201502	202	245	경로	1
201502	202	245	일반	79
201502	202	245	청소년	2
201502	202	250	일반	79
201502	202	250	일반	34
201502	202	250	장애인	7
201502	202	250	경로	25
201502	202	250	청소년	1
201502	202	250	경로	1
201502	202	250	일반	2
201502	202	250	일반	83
201502	202	246	장애인	2
201502	202	246	일반	8
201502	202	246	경로	25
201502	202	246	경로	2
201502	202	246	일반	90
201502	202	246	일반	135
201502	202	247	경로	3
201502	202	247	장애인	2
201502	202	247	청소년	2
201502	202	247	일반	13
201502	202	247	경로	1
201502	202	247	일반	127
201502	202	247	일반	33
201502	202	248	장애인	4
201502	202	248	장애인	37
201502	202	248	경로	194
201502	202	248	청소년	37
201502	202	248	일반	267
201502	202	248	경로	5
201502	202	248	일반	2134
201502	202	248	일반	9
201502	202	248	일반	396
201502	202	249	청소년	53
201502	202	249	청소년	1
201502	202	249	일반	336
201502	202	249	장애인	33
201502	202	249	경로	131
201502	202	249	일반	470
201502	202	249	장애인	27
201502	202	249	경로	5
201502	202	249	일반	8
201502	202	249	일반	1783
201502	203	201	청소년	34
201502	203	201	청소년	1
201502	203	201	경로	1
201502	203	201	일반	373
201502	203	201	경로	733
201502	203	201	일반	1020
201502	203	201	장애인	24
201502	203	201	경로	76
201502	203	201	일반	3020
201502	203	201	일반	19
201502	203	201	장애인	159
201502	203	202	일반	3245
201502	203	202	경로	1780
201502	203	202	경로	2
201502	203	202	일반	477
201502	203	202	일반	2
201502	203	202	장애인	307
201502	203	202	청소년	153
201502	203	202	일반	3455
201502	203	202	경로	120
201502	203	202	일반	33
201502	203	202	장애인	66
201502	203	203	일반	1180
201502	203	203	청소년	1
201502	203	203	일반	2
201502	203	203	일반	170
201502	203	203	장애인	168
201502	203	203	경로	1069
201502	203	203	장애인	23
201502	203	203	경로	54
201502	203	203	일반	1212
201502	203	203	일반	10
201502	203	203	청소년	88
201502	203	204	경로	2
201502	203	204	일반	161
201502	203	204	장애인	183
201502	203	204	청소년	52
201502	203	204	일반	604
201502	203	204	장애인	18
201502	203	204	경로	65
201502	203	204	일반	928
201502	203	204	일반	8
201502	203	204	경로	1325
201502	203	205	일반	20
201502	203	205	경로	757
201502	203	205	청소년	1
201502	203	205	일반	2
201502	203	205	경로	4
201502	203	205	일반	301
201502	203	205	장애인	105
201502	203	205	청소년	160
201502	203	205	일반	1885
201502	203	205	장애인	20
201502	203	205	일반	2710
201502	203	205	경로	31
201502	203	206	경로	1314
201502	203	206	일반	1697
201502	203	206	일반	1
201502	203	206	경로	2
201502	203	206	일반	424
201502	203	206	장애인	242
201502	203	206	일반	72
201502	203	206	장애인	50
201502	203	206	경로	90
201502	203	206	일반	4169
201502	203	206	청소년	172
201502	203	207	일반	792
201502	203	207	일반	353
201502	203	207	장애인	130
201502	203	207	경로	571
201502	203	207	일반	2
201502	203	207	장애인	28
201502	203	207	경로	47
201502	203	207	일반	2764
201502	203	207	일반	24
201502	203	207	청소년	32
201502	203	208	청소년	118
201502	203	208	일반	3
201502	203	208	경로	1
201502	203	208	일반	571
201502	203	208	장애인	101
201502	203	208	경로	521
201502	203	208	일반	1172
201502	203	208	장애인	5
201502	203	208	경로	20
201502	203	208	일반	4297
201502	203	208	일반	21
201502	203	208	청소년	3
201502	203	209	일반	215
201502	203	209	청소년	38
201502	203	209	경로	160
201502	203	209	일반	1
201502	203	209	장애인	6
201502	203	209	경로	20
201502	203	209	일반	1586
201502	203	209	일반	9
201502	203	209	장애인	12
201502	203	209	일반	464
201502	203	210	일반	402
201502	203	210	장애인	82
201502	203	210	경로	459
201502	203	210	청소년	33
201502	203	210	일반	850
201502	203	210	장애인	15
201502	203	210	경로	17
201502	203	210	일반	2504
201502	203	210	일반	26
201502	203	211	청소년	26
201502	203	211	일반	284
201502	203	211	장애인	170
201502	203	211	경로	676
201502	203	211	일반	1060
201502	203	211	일반	42
201502	203	211	장애인	42
201502	203	211	경로	28
201502	203	211	일반	2756
201502	203	212	일반	1917
201502	203	212	일반	742
201502	203	212	장애인	146
201502	203	212	경로	756
201502	203	212	장애인	20
201502	203	212	경로	28
201502	203	212	일반	6006
201502	203	212	일반	36
201502	203	212	일반	3
201502	203	212	청소년	97
201502	203	213	장애인	194
201502	203	213	일반	374
201502	203	213	경로	711
201502	203	213	청소년	40
201502	203	213	장애인	29
201502	203	213	경로	84
201502	203	213	일반	42
201502	203	213	일반	3372
201502	203	213	일반	1110
201502	203	214	경로	9
201502	203	214	일반	5
